accession,name,ncbi_group,group,strain,biosample,bioproject,study,source,reference,status,size,gc,replicons,wgs,scaffolds,CDS,release_date,genbank_ftp,refseq_ftp
GCA_001333795.1,Bordetella pertussis,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,B017,SAMEA751512,PRJEB2274,Bordetella diversity isolate project,human_associated,Bart study,Scaffold,3.82934,67.9,,CHFQ01,305,3297,2015-04-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/333/795/GCA_001333795.1_5476_6_6,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/333/795/GCF_001333795.1_5476_6_6
GCA_001333815.1,Bordetella pertussis,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,B016,SAMEA751513,PRJEB2274,Bordetella diversity isolate project,human_associated,Bart study,Scaffold,3.81318,67.9,,CIKA01,497,3242,2015-04-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/333/815/GCA_001333815.1_5476_6_7,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/333/815/GCF_001333815.1_5476_6_7
GCA_001333835.1,Bordetella pertussis,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,B030,SAMEA751515,PRJEB2274,Bordetella diversity isolate project,human_associated,Bart study,Scaffold,3.77852,67.8,,CGHF01,652,3182,2015-03-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/333/835/GCA_001333835.1_5476_6_5,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/333/835/GCF_001333835.1_5476_6_5
GCA_001333855.1,Bordetella pertussis,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,B007,SAMEA751516,PRJEB2274,Bordetella diversity isolate project,human_associated,Bart study,Scaffold,3.72624,67.7,,CFXQ01,1163,2995,2015-03-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/333/855/GCA_001333855.1_5633_2_2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/333/855/GCF_001333855.1_5633_2_2
GCA_001333875.1,Bordetella pertussis,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,B008,SAMEA751517,PRJEB2274,Bordetella diversity isolate project,human_associated,Bart study,Scaffold,3.76258,67.8,,CGFH01,873,3126,2015-03-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/333/875/GCA_001333875.1_5633_2_3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/333/875/GCF_001333875.1_5633_2_3
GCA_001333895.1,Bordetella pertussis,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,B010,SAMEA751518,PRJEB2274,Bordetella diversity isolate project,human_associated,Bart study,Scaffold,3.70212,67.6,,CGFV01,1157,2965,2015-03-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/333/895/GCA_001333895.1_5633_2_4,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/333/895/GCF_001333895.1_5633_2_4
GCA_001333915.1,Bordetella pertussis,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,B023,SAMEA751520,PRJEB2274,Bordetella diversity isolate project,human_associated,Bart study,Scaffold,3.77713,67.8,,CFZG01,777,3154,2015-03-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/333/915/GCA_001333915.1_5476_6_12,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/333/915/GCF_001333915.1_5476_6_12
GCA_001333935.1,Bordetella pertussis,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,B025,SAMEA751521,PRJEB2274,Bordetella diversity isolate project,human_associated,Bart study,Scaffold,3.74417,67.7,,CGHJ01,929,3064,2015-03-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/333/935/GCA_001333935.1_5476_7_1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/333/935/GCF_001333935.1_5476_7_1
GCA_001399545.1,Variovorax paradoxus,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,H084,SAMN04146764,PRJna294421,chloraminated drinking water distribution system simulation,engineered,Gomez Alvarez 2016 Genome Announc,Contig,9.488,69.2,,LKTV01,335,8504,2015-10-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/399/545/GCA_001399545.1_ASM139954v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/399/545/GCF_001399545.1_ASM139954v1
GCA_001399555.1,Variovorax paradoxus,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,H112,SAMN04146768,PRJna294421,chloraminated drinking water distribution system simulation,engineered,Gomez Alvarez 2016 Genome Announc,Contig,9.49063,69.2,,LKTZ01,341,8482,2015-10-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/399/555/GCA_001399555.1_ASM139955v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/399/555/GCF_001399555.1_ASM139955v1
GCA_001399565.1,Variovorax paradoxus,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,H090,SAMN04146765,PRJna294421,chloraminated drinking water distribution system simulation,engineered,Gomez Alvarez 2016 Genome Announc,Contig,9.58872,69.2,,LKTW01,324,8586,2015-10-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/399/565/GCA_001399565.1_ASM139956v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/399/565/GCF_001399565.1_ASM139956v1
GCA_001399595.1,Variovorax paradoxus,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,H095,SAMN04146766,PRJna294421,chloraminated drinking water distribution system simulation,engineered,Gomez Alvarez 2016 Genome Announc,Contig,9.70706,69.2,,LKTX01,380,8697,2015-10-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/399/595/GCA_001399595.1_ASM139959v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/399/595/GCF_001399595.1_ASM139959v1
GCA_001399625.1,Variovorax paradoxus,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,H108,SAMN04146767,PRJna294421,chloraminated drinking water distribution system simulation,engineered,Gomez Alvarez 2016 Genome Announc,Contig,9.62724,69.1,,LKTY01,397,8627,2015-10-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/399/625/GCA_001399625.1_ASM139962v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/399/625/GCF_001399625.1_ASM139962v1
GCA_001401735.1,Variovorax paradoxus,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,H061,SAMN04146763,PRJna294421,chloraminated drinking water distribution system simulation,engineered,Gomez Alvarez 2016 Genome Announc,Contig,9.62607,69.2,,LKTU01,197,8646,2015-10-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/401/735/GCA_001401735.1_ASM140173v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/401/735/GCF_001401735.1_ASM140173v1
GCA_001421665.1,Sphingobium sp. Leaf26,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,Leaf26,SAMN04151590,PRJna297956,arabidopsis root associated,plant_associated,Bai et al. 2015,Contig,4.82215,63.5,,LMKV01,33,4292,2015-11-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/421/665/GCA_001421665.1_ASM142166v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/421/665/GCF_001421665.1_ASM142166v1
GCA_001424345.1,Burkholderia sp. Leaf177,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,Leaf177,SAMN04151667,PRJna297956,arabidopsis root associated,plant_associated,Bai et al. 2015,Scaffold,6.80429,59.2,,LMPF01,26,6002,2015-11-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/424/345/GCA_001424345.1_Leaf1773,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/424/345/GCF_001424345.1_Leaf1773
GCA_001424545.1,Ramlibacter sp. Leaf400,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,Leaf400,SAMN04151755,PRJna297956,arabidopsis root associated,plant_associated,Bai et al. 2015,Contig,4.58568,69.9,,LMQL01,15,4324,2015-11-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/424/545/GCA_001424545.1_Leaf400,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/424/545/GCF_001424545.1_Leaf400
GCA_001424605.1,Bradyrhizobium sp. Leaf396,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,Leaf396,SAMN04151753,PRJna297956,arabidopsis root associated,plant_associated,Bai et al. 2015,Scaffold,7.70928,63.8,,LMQJ01,66,7020,2015-11-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/424/605/GCA_001424605.1_Leaf396,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/424/605/GCF_001424605.1_Leaf396
GCA_001426255.1,Sphingomonas sp. Root1294,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,Root1294,SAMN04155716,PRJna297942,arabidopsis root associated,plant_associated,Bai et al. 2015,Scaffold,5.49668,66.6,,LMEJ01,16,4980,2015-11-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/426/255/GCA_001426255.1_Root1294,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/426/255/GCF_001426255.1_Root1294
GCA_001426825.1,Sphingomonas sp. Root50,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,Root50,SAMN04155820,PRJna297942,arabidopsis root associated,plant_associated,Bai et al. 2015,Scaffold,5.49879,66.6,,LMFM01,18,4992,2015-11-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/426/825/GCA_001426825.1_Root50,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/426/825/GCF_001426825.1_Root50
GCA_001427865.1,Altererythrobacter sp. Root672,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,Root672,SAMN04155853,PRJna297942,arabidopsis root associated,plant_associated,Bai et al. 2015,Contig,3.69246,63.9,,LMHH01,5,3503,2015-11-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/427/865/GCA_001427865.1_Root672,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/427/865/GCF_001427865.1_Root672
GCA_001428605.1,Sphingomonas sp. Root720,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,Root720,SAMN04155864,PRJna297942,arabidopsis root associated,plant_associated,Bai et al. 2015,Scaffold,5.58803,66.6,,LMID01,17,5081,2015-11-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/428/605/GCA_001428605.1_Root720,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/428/605/GCF_001428605.1_Root720
GCA_001429065.1,Sphingomonas sp. Root710,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,Root710,SAMN04155863,PRJna297942,arabidopsis root associated,plant_associated,Bai et al. 2015,Scaffold,4.7723,64.5,,LMIB01,21,4437,2015-11-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/429/065/GCA_001429065.1_Root710,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/429/065/GCF_001429065.1_Root710
GCA_001439885.1,Bradyrhizobium yuanmingense,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,BR3267,SAMN04088257,PRJna295775,cowpea isolate,plant_associated,na,Scaffold,7.90431,63.9,,LJYF01,55,6847,2015-11-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/439/885/GCA_001439885.1_ABySSBR3267,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/439/885/GCF_001439885.1_ABySSBR3267
GCA_001440015.1,Bradyrhizobium pachyrhizi,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,BR3262,SAMN04088244,PRJna295771,cowpea isolate,plant_associated,na,Scaffold,8.96518,63.7,,LJYE01,116,7621,2015-11-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/440/015/GCA_001440015.1_BR3262k88v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/440/015/GCF_001440015.1_BR3262k88v1
GCA_001440385.1,Bradyrhizobium valentinum,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,LmjM6,SAMN02689486,PRJna241372,isolate,isolate,na,Contig,9.14648,61.9,,LLXY01,242,8034,2015-11-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/440/385/GCA_001440385.1_ASM144038v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/440/385/GCF_001440385.1_ASM144038v1
GCA_001440395.1,Bradyrhizobium jicamae,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,PAC68,SAMN02689491,PRJna241374,isolate,isolate,na,Scaffold,8.73885,62.4,,LLXZ01,235,7848,2015-11-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/440/395/GCA_001440395.1_ASM144039v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/440/395/GCF_001440395.1_ASM144039v1
GCA_001440405.1,Bradyrhizobium valentinum,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,LmjM3,SAMN02688507,PRJna241154,isolate,isolate,na,Scaffold,8.84526,61.9,,LLXX01,242,7796,2015-11-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/440/405/GCA_001440405.1_ASM144040v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/440/405/GCF_001440405.1_ASM144040v1
GCA_001440415.1,Bradyrhizobium retamae,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,Ro19,SAMN02689496,PRJna241375,isolate,isolate,na,Contig,8.46622,61.9,,LLYA01,235,7527,2015-11-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/440/415/GCA_001440415.1_ASM144041v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/440/415/GCF_001440415.1_ASM144041v1
GCA_001440475.1,Bradyrhizobium lablabi,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,CCBAU 23086,SAMN02689497,PRJna241376,isolate,isolate,na,Scaffold,8.81729,62.6,,LLYB01,135,7857,2015-11-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/440/475/GCA_001440475.1_ASM144047v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/440/475/GCF_001440475.1_ASM144047v1
GCA_001464035.1,Bradyrhizobiaceae bacterium Ga0074131,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,Ga0074131,SAMN04254496,PRJna301005,ann arbor drinking water treatment plant metagenome,engineered,Pinto et al. 2016 mSphere,Contig,4.98252,63.7,,LNEC01,23,0,2015-12-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/464/035/GCA_001464035.1_Bradyrhizobiaceae_bacterium_Ga0074131,
GCA_001464375.1,Rhodospirillales bacterium Ga0074136,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,Ga0074136,SAMN04254516,PRJna301005,ann arbor drinking water treatment plant metagenome,engineered,Pinto et al. 2016 mSphere,Contig,4.77185,71,,LNEW01,229,0,2015-12-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/464/375/GCA_001464375.1_Rhodospirillales_bacterium_Ga0074136,
GCA_001464655.1,Rhizobiales bacterium Ga0077555,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,Ga0077555,SAMN04254526,PRJna301005,ann arbor drinking water treatment plant metagenome,engineered,Pinto et al. 2016 mSphere,Contig,5.3939,63.2,,LNFG01,162,0,2015-12-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/464/655/GCA_001464655.1_Rhizobiales_bacterium_Ga0077555,
GCA_001464755.1,Rhizobiales bacterium Ga0077524,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,Ga0077524,SAMN04254485,PRJna301005,ann arbor drinking water treatment plant metagenome,engineered,Pinto et al. 2016 mSphere,Contig,5.11671,64.4,,LNDR01,415,0,2015-12-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/464/755/GCA_001464755.1_Rhizobiales_bacterium_Ga0077524,
GCA_001464765.1,Betaproteobacteria bacterium Ga0077526,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,Ga0077526,SAMN04254489,PRJna301005,ann arbor drinking water treatment plant metagenome,engineered,Pinto et al. 2016 mSphere,Contig,6.10159,66.1,,LNDV01,52,0,2015-12-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/464/765/GCA_001464765.1_Betaproteobacteria_bacterium_Ga0077526,
GCA_001464815.1,Betaproteobacteria bacterium Ga0077527,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,Ga0077527,SAMN04254490,PRJna301005,ann arbor drinking water treatment plant metagenome,engineered,Pinto et al. 2016 mSphere,Contig,3.41825,63,,LNDW01,26,0,2015-12-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/464/815/GCA_001464815.1_Betaproteobacteria_bacterium_Ga0077527,
GCA_001464855.1,Rhizobiales bacterium Ga0077530,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,Ga0077530,SAMN04254494,PRJna301005,ann arbor drinking water treatment plant metagenome,engineered,Pinto et al. 2016 mSphere,Contig,4.46301,63.4,,LNEA01,747,0,2015-12-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/464/855/GCA_001464855.1_Rhizobiales_bacterium_Ga0077530,
GCA_001464895.1,Betaproteobacteria bacterium Ga0077532,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,Ga0077532,SAMN04254498,PRJna301005,ann arbor drinking water treatment plant metagenome,engineered,Pinto et al. 2016 mSphere,Contig,4.9256,67,,LNEE01,62,0,2015-12-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/464/895/GCA_001464895.1_Betaproteobacteria_bacterium_Ga0077532,
GCA_001464935.1,Gammaproteobacteria bacterium Ga0077536,Bacteria;Proteobacteria;Gammaproteobacteria,Gammaproteobacteria,Ga0077536,SAMN04254505,PRJna301005,ann arbor drinking water treatment plant metagenome,engineered,Pinto et al. 2016 mSphere,Contig,4.82664,66.8,,LNEL01,65,0,2015-12-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/464/935/GCA_001464935.1_Gammaproteobacteria_bacterium_Ga0077536,
GCA_001464955.1,Rhizobiales bacterium Ga0077537,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,Ga0077537,SAMN04254506,PRJna301005,ann arbor drinking water treatment plant metagenome,engineered,Pinto et al. 2016 mSphere,Contig,4.83659,66.2,,LNEM01,37,0,2015-12-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/464/955/GCA_001464955.1_Rhizobiales_bacterium_Ga0077537,
GCA_001465595.2,Pandoraea apista,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,DSM 16535,SAMN04316586,PRJna305052,isolate,isolate,na,Complete,5.57126,62.632,chromosome:NZ_CP013481.2/CP013481.2; plasmid unnamed:NZ_CP013482.1/CP013482.1,,2,4886,2015-12-14T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/465/595/GCA_001465595.2_ASM146559v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/465/595/GCF_001465595.2_ASM146559v2
GCA_001509895.1,Bordetella pertussis,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,H321,SAMN03366100,PRJna266616,Bordetella pertussis genome sequencing and assembly,human_associated,Weigand study,Complete,4.0794,67.7,chromosome:NZ_CP010965.1/CP010965.1,,1,3594,2016-01-11T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/509/895/GCA_001509895.1_ASM150989v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/509/895/GCF_001509895.1_ASM150989v1
GCA_001509915.1,Bordetella pertussis,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,I979,SAMN03249376,PRJna266616,Bordetella pertussis genome sequencing and assembly,human_associated,Weigand study,Complete,4.08255,67.7,chromosome:NZ_CP010966.1/CP010966.1,,1,3600,2016-01-11T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/509/915/GCA_001509915.1_ASM150991v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/509/915/GCF_001509915.1_ASM150991v1
GCA_001510035.1,Alphaproteobacteria bacterium casp-alpha1,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,casp-alpha1,SAMN03658264,PRJna279271,caspian sea metagenome,marine,na,Contig,3.33646,31.3,,LFEM01,213,0,2015-12-31T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/510/035/GCA_001510035.1_ASM151003v1,
GCA_001526365.1,Burkholderia sp. MSMB1835,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,MSMB1835,SAMN03449299,PRJna279182,burkholderia genome sequencing and assembly,plant_associated,na,Contig,7.15951,67.2,,LOYP01,62,6307,2016-01-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/526/365/GCA_001526365.1_ASM152636v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/526/365/GCF_001526365.1_ASM152636v1
GCA_001528895.1,Burkholderia sp. MSMB1078WGS,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,MSMB1078WGS,SAMN03449427,PRJna279182,burkholderia genome sequencing and assembly,plant_associated,na,Contig,7.21143,66.7,,LPDI01,116,6241,2016-01-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/528/895/GCA_001528895.1_ASM152889v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/528/895/GCF_001528895.1_ASM152889v1
GCA_001529965.1,Burkholderia territorii,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,MSMB1301WGS,SAMN03449464,PRJna279182,burkholderia genome sequencing and assembly,plant_associated,na,Contig,7.26739,66.5,,LPEQ01,146,6401,2016-01-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/529/965/GCA_001529965.1_ASM152996v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/529/965/GCF_001529965.1_ASM152996v1
GCA_001530725.1,Burkholderia territorii,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,MSMB1502WGS,SAMN03449490,PRJna279182,burkholderia genome sequencing and assembly,plant_associated,na,Contig,7.22712,66.5,,LPFQ01,156,6356,2016-01-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/530/725/GCA_001530725.1_ASM153072v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/530/725/GCF_001530725.1_ASM153072v1
GCA_001534535.1,Burkholderia sp. MSMB1459WGS,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,MSMB1459WGS,SAMN03449680,PRJna279182,burkholderia genome sequencing and assembly,plant_associated,na,Contig,7.1962,66.9,,LPMU01,89,6327,2016-01-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/534/535/GCA_001534535.1_ASM153453v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/534/535/GCF_001534535.1_ASM153453v1
GCA_001541225.1,Variovorax sp. WDL1,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,WDL1,SAMN04159839,PRJna298504,isolate,isolate,na,Scaffold,8.14522,66.4,,LMTS01,352,7376,2016-01-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/541/225/GCA_001541225.1_ASM154122v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/541/225/GCF_001541225.1_ASM154122v1
GCA_001542415.1,Bradyrhizobium macuxiense,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,BR 10303,SAMN04262301,PRJna301972,isolate,terrestrial,na,Scaffold,8.72214,63.2,,LNCU01,137,7586,2016-01-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/542/415/GCA_001542415.1_ASM154241v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/542/415/GCF_001542415.1_ASM154241v1
GCA_001544455.2,Caballeronia sordidicola,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,LMG 22029,SAMEA3731251,PRJEB12475,isolate,isolate,na,Contig,6.87451,60.1,,FCOC02,72,5978,2016-01-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/544/455/GCA_001544455.2_Burkholderia_sordidicola_LMG_22029,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/544/455/GCF_001544455.2_Burkholderia_sordidicola_LMG_22029
GCA_001549695.1,Bradyrhizobium diazoefficiens,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,NK6,SAMD00022775,PRJDB3027,isolate,isolate,Ida et al. 2015,Complete,10.4752,63.5453,chromosome Unknown:NZ_AP014685.1/AP014685.1; plasmid pNK6a:NZ_AP014659.1/AP014659.1; plasmid pNK6b:NZ_AP014686.1/AP014686.1; plasmid pNK6c:NZ_AP014687.1/AP014687.1; plasmid pNK6d:NZ_AP014688.1/AP014688.1,,5,8639,2015-04-11T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/549/695/GCA_001549695.1_ASM154969v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/549/695/GCF_001549695.1_ASM154969v1
GCA_001550165.1,Sphingobium sp. AM,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,AM,SAMN04364794,PRJna305642,environmental isolate,terrestrial,Festa et al. 2016,Contig,5.31883,64.5,,LRUK01,112,4802,2016-02-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/550/165/GCA_001550165.1_ASM155016v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/550/165/GCF_001550165.1_ASM155016v1
