Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	H707	SAMN03455352	PRJNA279196	GCA_001985345.1	Complete	4.10728	67.7	chromosome:NZ_CP011188.1/CP011188.1		1	3622	2017-02-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/345/GCA_001985345.1_ASM198534v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/345/GCF_001985345.1_ASM198534v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	H729	SAMN03455353	PRJNA279196	GCA_001985365.1	Complete	4.10848	67.7	chromosome:NZ_CP011189.1/CP011189.1		1	3629	2017-02-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/365/GCA_001985365.1_ASM198536v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/365/GCF_001985365.1_ASM198536v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	H740	SAMN03455354	PRJNA279196	GCA_001985385.1	Complete	4.11108	67.7	chromosome:NZ_CP011190.1/CP011190.1		1	3615	2017-02-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/385/GCA_001985385.1_ASM198538v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/385/GCF_001985385.1_ASM198538v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	H754	SAMN03455355	PRJNA279196	GCA_001985405.1	Complete	4.10176	67.7	chromosome:NZ_CP011191.1/CP011191.1		1	3631	2017-02-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/405/GCA_001985405.1_ASM198540v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/405/GCF_001985405.1_ASM198540v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	H765	SAMN03455356	PRJNA279196	GCA_001985425.1	Complete	4.10325	67.7	chromosome:NZ_CP011192.1/CP011192.1		1	3624	2017-02-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/425/GCA_001985425.1_ASM198542v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/425/GCF_001985425.1_ASM198542v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	H784	SAMN03455357	PRJNA279196	GCA_001985445.1	Complete	4.1064	67.7	chromosome:NZ_CP011193.1/CP011193.1		1	3631	2017-02-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/445/GCA_001985445.1_ASM198544v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/445/GCF_001985445.1_ASM198544v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	H800	SAMN03455358	PRJNA279196	GCA_001985465.1	Complete	4.10231	67.7	chromosome:NZ_CP011194.1/CP011194.1		1	3614	2017-02-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/465/GCA_001985465.1_ASM198546v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/465/GCF_001985465.1_ASM198546v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	H806	SAMN03455359	PRJNA279196	GCA_001985485.1	Complete	4.10353	67.7	chromosome:NZ_CP011195.1/CP011195.1		1	3628	2017-02-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/485/GCA_001985485.1_ASM198548v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/485/GCF_001985485.1_ASM198548v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	H810	SAMN03455360	PRJNA279196	GCA_001985505.1	Complete	4.10638	67.7	chromosome:NZ_CP011196.1/CP011196.1		1	3625	2017-02-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/505/GCA_001985505.1_ASM198550v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/505/GCF_001985505.1_ASM198550v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	H812	SAMN03455361	PRJNA279196	GCA_001985525.1	Complete	4.1065	67.7	chromosome:NZ_CP011197.1/CP011197.1		1	3615	2017-02-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/525/GCA_001985525.1_ASM198552v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/525/GCF_001985525.1_ASM198552v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	I228	SAMN03455362	PRJNA279196	GCA_001985545.1	Complete	4.11165	67.7	chromosome:NZ_CP011198.1/CP011198.1		1	3625	2017-02-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/545/GCA_001985545.1_ASM198554v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/545/GCF_001985545.1_ASM198554v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	I238	SAMN03455363	PRJNA279196	GCA_001985565.1	Complete	4.10458	67.7	chromosome:NZ_CP011199.1/CP011199.1		1	3629	2017-02-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/565/GCA_001985565.1_ASM198556v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/565/GCF_001985565.1_ASM198556v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	I373	SAMN03455364	PRJNA279196	GCA_001985585.1	Complete	4.10595	67.7	chromosome:NZ_CP011200.1/CP011200.1		1	3611	2017-02-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/585/GCA_001985585.1_ASM198558v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/585/GCF_001985585.1_ASM198558v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	I387	SAMN03455365	PRJNA279196	GCA_001985605.1	Complete	4.10849	67.7	chromosome:NZ_CP011201.1/CP011201.1		1	3629	2017-02-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/605/GCA_001985605.1_ASM198560v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/605/GCF_001985605.1_ASM198560v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	I602	SAMN03455366	PRJNA279196	GCA_001985625.1	Complete	4.10848	67.7	chromosome:NZ_CP011202.1/CP011202.1		1	3626	2017-02-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/625/GCA_001985625.1_ASM198562v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/625/GCF_001985625.1_ASM198562v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	I730	SAMN03455367	PRJNA279196	GCA_001985645.1	Complete	4.10641	67.7	chromosome:NZ_CP011203.1/CP011203.1		1	3627	2017-02-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/645/GCA_001985645.1_ASM198564v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/645/GCF_001985645.1_ASM198564v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	I752	SAMN03455368	PRJNA279196	GCA_001985665.1	Complete	4.11059	67.7	chromosome:NZ_CP011204.1/CP011204.1		1	3620	2017-02-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/665/GCA_001985665.1_ASM198566v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/665/GCF_001985665.1_ASM198566v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	I763	SAMN03455369	PRJNA279196	GCA_001985685.1	Complete	4.1064	67.7	chromosome:NZ_CP011205.1/CP011205.1		1	3628	2017-02-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/685/GCA_001985685.1_ASM198568v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/685/GCF_001985685.1_ASM198568v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	I915	SAMN03455370	PRJNA279196	GCA_001985705.1	Complete	4.10639	67.7	chromosome:NZ_CP011206.1/CP011206.1		1	3631	2017-02-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/705/GCA_001985705.1_ASM198570v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/705/GCF_001985705.1_ASM198570v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	I944	SAMN03455371	PRJNA279196	GCA_001985725.1	Complete	4.11274	67.7	chromosome:NZ_CP011207.1/CP011207.1		1	3640	2017-02-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/725/GCA_001985725.1_ASM198572v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/725/GCF_001985725.1_ASM198572v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	J018	SAMN03455372	PRJNA279196	GCA_001985745.1	Complete	4.10323	67.7	chromosome:NZ_CP011208.1/CP011208.1		1	3630	2017-02-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/745/GCA_001985745.1_ASM198574v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/745/GCF_001985745.1_ASM198574v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	H681	SAMN03854490	PRJNA279196	GCA_001985765.1	Complete	4.10531	67.7	chromosome:NZ_CP012078.1/CP012078.1		1	3623	2017-02-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/765/GCA_001985765.1_ASM198576v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/765/GCF_001985765.1_ASM198576v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	H852	SAMN03854491	PRJNA279196	GCA_001985785.1	Complete	4.10534	67.7	chromosome:NZ_CP012079.1/CP012079.1		1	3627	2017-02-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/785/GCA_001985785.1_ASM198578v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/785/GCF_001985785.1_ASM198578v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	I106	SAMN03854492	PRJNA279196	GCA_001985805.1	Complete	4.1022	67.7	chromosome:NZ_CP012080.1/CP012080.1		1	3625	2017-02-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/805/GCA_001985805.1_ASM198580v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/805/GCF_001985805.1_ASM198580v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	I351	SAMN03854493	PRJNA279196	GCA_001985825.1	Complete	4.10875	67.7	chromosome:NZ_CP012081.1/CP012081.1		1	3628	2017-02-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/825/GCA_001985825.1_ASM198582v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/825/GCF_001985825.1_ASM198582v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	I743	SAMN03854494	PRJNA279196	GCA_001985845.1	Complete	4.10748	67.7	chromosome:NZ_CP012082.1/CP012082.1		1	3630	2017-02-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/845/GCA_001985845.1_ASM198584v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/845/GCF_001985845.1_ASM198584v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	I751	SAMN03854495	PRJNA279196	GCA_001985865.1	Complete	4.10956	67.7	chromosome:NZ_CP012083.1/CP012083.1		1	3619	2017-02-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/865/GCA_001985865.1_ASM198586v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/865/GCF_001985865.1_ASM198586v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	I976	SAMN03854496	PRJNA279196	GCA_001985885.1	Complete	4.10425	67.7	chromosome:NZ_CP012084.1/CP012084.1		1	3627	2017-02-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/885/GCA_001985885.1_ASM198588v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/885/GCF_001985885.1_ASM198588v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	J010	SAMN03854497	PRJNA279196	GCA_001985905.1	Complete	4.10738	67.7	chromosome:NZ_CP012085.1/CP012085.1		1	3622	2017-02-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/905/GCA_001985905.1_ASM198590v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/905/GCF_001985905.1_ASM198590v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	J013	SAMN03854498	PRJNA279196	GCA_001985925.1	Complete	4.10533	67.7	chromosome:NZ_CP012086.1/CP012086.1		1	3626	2017-02-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/925/GCA_001985925.1_ASM198592v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/925/GCF_001985925.1_ASM198592v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	J038	SAMN03854499	PRJNA279196	GCA_001985945.1	Complete	4.10744	67.7	chromosome:NZ_CP012087.1/CP012087.1		1	3629	2017-02-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/945/GCA_001985945.1_ASM198594v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/945/GCF_001985945.1_ASM198594v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	J107	SAMN03854500	PRJNA279196	GCA_001985965.1	Complete	4.10638	67.7	chromosome:NZ_CP012088.1/CP012088.1		1	3624	2017-02-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/965/GCA_001985965.1_ASM198596v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/965/GCF_001985965.1_ASM198596v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	J169	SAMN03854501	PRJNA279196	GCA_001985985.1	Complete	4.10257	67.7	chromosome:NZ_CP012089.1/CP012089.1		1	3615	2017-02-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/985/GCA_001985985.1_ASM198598v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/985/GCF_001985985.1_ASM198598v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	G057	SAMN03877217	PRJNA279196	GCA_001986005.1	Complete	4.10847	67.7	chromosome:NZ_CP012129.1/CP012129.1		1	3624	2017-02-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/986/005/GCA_001986005.1_ASM198600v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/986/005/GCF_001986005.1_ASM198600v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	H639	SAMN03877218	PRJNA279196	GCA_001986025.1	Complete	4.0887	67.7	chromosome:NZ_CP012130.1/CP012130.1		1	3614	2017-02-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/986/025/GCA_001986025.1_ASM198602v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/986/025/GCF_001986025.1_ASM198602v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	I150	SAMN03877219	PRJNA279196	GCA_001986045.1	Complete	4.10743	67.7	chromosome:NZ_CP012131.1/CP012131.1		1	3629	2017-02-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/986/045/GCA_001986045.1_ASM198604v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/986/045/GCF_001986045.1_ASM198604v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	I187	SAMN03877220	PRJNA279196	GCA_001986065.1	Complete	4.10651	67.7	chromosome:NZ_CP012132.1/CP012132.1		1	3617	2017-02-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/986/065/GCA_001986065.1_ASM198606v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/986/065/GCF_001986065.1_ASM198606v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	I259	SAMN03877221	PRJNA279196	GCA_001986085.1	Complete	4.10535	67.7	chromosome:NZ_CP012133.1/CP012133.1		1	3627	2017-02-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/986/085/GCA_001986085.1_ASM198608v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/986/085/GCF_001986085.1_ASM198608v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	I464	SAMN03877222	PRJNA279196	GCA_001986105.1	Complete	4.10743	67.7	chromosome:NZ_CP012134.1/CP012134.1		1	3627	2017-02-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/986/105/GCA_001986105.1_ASM198610v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/986/105/GCF_001986105.1_ASM198610v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	H320	SAMN03464271	PRJNA279196	GCA_001986155.1	Complete	4.10954	67.7	chromosome:NZ_CP011234.1/CP011234.1		1	3628	2017-02-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/986/155/GCA_001986155.1_ASM198615v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/986/155/GCF_001986155.1_ASM198615v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	H834	SAMN03464273	PRJNA279196	GCA_001986175.1	Complete	4.1037	67.7	chromosome:NZ_CP011235.1/CP011235.1		1	3619	2017-02-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/986/175/GCA_001986175.1_ASM198617v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/986/175/GCF_001986175.1_ASM198617v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	H710	SAMN03464272	PRJNA279196	GCA_001986195.1	Complete	4.10533	67.7	chromosome:NZ_CP011236.1/CP011236.1		1	3619	2017-02-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/986/195/GCA_001986195.1_ASM198619v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/986/195/GCF_001986195.1_ASM198619v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	H851	SAMN03464274	PRJNA279196	GCA_001986215.1	Complete	4.1065	67.7	chromosome:NZ_CP011237.1/CP011237.1		1	3615	2017-02-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/986/215/GCA_001986215.1_ASM198621v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/986/215/GCF_001986215.1_ASM198621v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	H911	SAMN03464275	PRJNA279196	GCA_001986235.1	Complete	4.10218	67.7	chromosome:NZ_CP011238.1/CP011238.1		1	3622	2017-02-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/986/235/GCA_001986235.1_ASM198623v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/986/235/GCF_001986235.1_ASM198623v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	H915	SAMN03464276	PRJNA279196	GCA_001986255.1	Complete	4.10428	67.7	chromosome:NZ_CP011239.1/CP011239.1		1	3623	2017-02-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/986/255/GCA_001986255.1_ASM198625v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/986/255/GCF_001986255.1_ASM198625v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	I075	SAMN03464277	PRJNA279196	GCA_001986275.1	Complete	4.10635	67.7	chromosome:NZ_CP011240.1/CP011240.1		1	3633	2017-02-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/986/275/GCA_001986275.1_ASM198627v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/986/275/GCF_001986275.1_ASM198627v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	I112	SAMN03464278	PRJNA279196	GCA_001986295.1	Complete	4.10639	67.7	chromosome:NZ_CP011241.1/CP011241.1		1	3628	2017-02-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/986/295/GCA_001986295.1_ASM198629v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/986/295/GCF_001986295.1_ASM198629v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	I975	SAMN03464279	PRJNA279196	GCA_001986315.1	Complete	4.1065	67.7	chromosome:NZ_CP011242.1/CP011242.1		1	3613	2017-02-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/986/315/GCA_001986315.1_ASM198631v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/986/315/GCF_001986315.1_ASM198631v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	I998	SAMN03464280	PRJNA279196	GCA_001986335.1	Complete	4.10971	67.7	chromosome:NZ_CP011243.1/CP011243.1		1	3629	2017-02-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/986/335/GCA_001986335.1_ASM198633v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/986/335/GCF_001986335.1_ASM198633v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	J022	SAMN03464281	PRJNA279196	GCA_001986355.1	Complete	4.1065	67.7	chromosome:NZ_CP011244.1/CP011244.1		1	3614	2017-02-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/986/355/GCA_001986355.1_ASM198635v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/986/355/GCF_001986355.1_ASM198635v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	C505	SAMN03702609	PRJNA279196	GCA_001986375.1	Complete	4.10328	67.7	chromosome:NZ_CP011687.1/CP011687.1		1	3621	2017-02-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/986/375/GCA_001986375.1_ASM198637v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/986/375/GCF_001986375.1_ASM198637v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	C742	SAMN03702610	PRJNA279196	GCA_001986415.1	Complete	4.10325	67.7	chromosome:NZ_CP011688.1/CP011688.1		1	3623	2017-02-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/986/415/GCA_001986415.1_ASM198641v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/986/415/GCF_001986415.1_ASM198641v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	D175	SAMN03702611	PRJNA279196	GCA_001986435.1	Complete	4.10851	67.7	chromosome:NZ_CP011689.1/CP011689.1		1	3625	2017-02-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/986/435/GCA_001986435.1_ASM198643v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/986/435/GCF_001986435.1_ASM198643v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	D321	SAMN03702612	PRJNA279196	GCA_001986455.1	Complete	4.10418	67.7	chromosome:NZ_CP011690.1/CP011690.1		1	3618	2017-02-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/986/455/GCA_001986455.1_ASM198645v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/986/455/GCF_001986455.1_ASM198645v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	D502	SAMN03702613	PRJNA279196	GCA_001986475.1	Complete	4.10117	67.7	chromosome:NZ_CP011691.1/CP011691.1		1	3630	2017-02-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/986/475/GCA_001986475.1_ASM198647v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/986/475/GCF_001986475.1_ASM198647v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	E024	SAMN03702614	PRJNA279196	GCA_001986495.1	Complete	4.10113	67.7	chromosome:NZ_CP011692.1/CP011692.1		1	3627	2017-02-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/986/495/GCA_001986495.1_ASM198649v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/986/495/GCF_001986495.1_ASM198649v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	E530	SAMN03702615	PRJNA279196	GCA_001986515.1	Complete	4.10639	67.7	chromosome:NZ_CP011693.1/CP011693.1		1	3629	2017-02-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/986/515/GCA_001986515.1_ASM198651v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/986/515/GCF_001986515.1_ASM198651v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	H346	SAMN03702616	PRJNA279196	GCA_001986535.1	Complete	4.11061	67.7	chromosome:NZ_CP011694.1/CP011694.1		1	3627	2017-02-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/986/535/GCA_001986535.1_ASM198653v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/986/535/GCF_001986535.1_ASM198653v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	H437	SAMN03702617	PRJNA279196	GCA_001986555.1	Complete	4.10534	67.7	chromosome:NZ_CP011695.1/CP011695.1		1	3621	2017-02-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/986/555/GCA_001986555.1_ASM198655v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/986/555/GCF_001986555.1_ASM198655v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	H762	SAMN03702618	PRJNA279196	GCA_001986575.1	Complete	4.10534	67.7	chromosome:NZ_CP011696.1/CP011696.1		1	3627	2017-02-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/986/575/GCA_001986575.1_ASM198657v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/986/575/GCF_001986575.1_ASM198657v1
